gnd,pctile,year,count,hh_inc,le_agg,le_raceadj,sd_le_agg,sd_le_raceadj
F,27,2012,459866,29185.168,84.828392,84.818115,0.52569145,0.51643324
F,27,2013,457219,28456.934,84.179932,84.180397,0.56003946,0.54793614
F,27,2014,440370,27248.568,84.715553,84.706627,0.53879827,0.52885431
F,28,2001,400468,33947.758,82.260384,82.310822,0.65051359,0.6324532
F,28,2002,413437,34399.293,83.374962,83.397339,0.62410319,0.60777903
F,28,2003,422583,33974.094,82.402588,82.445297,0.6577462,0.63976067
F,28,2004,430189,33423.754,84.412514,84.417221,0.58130246,0.56872088
F,28,2005,435815,33071.324,84.397392,84.399811,0.57020682,0.55805957
F,28,2006,440995,33125.789,83.747292,83.763763,0.60091531,0.58679044
F,28,2007,445349,32930.012,84.338409,84.338455,0.58074373,0.56858647
F,28,2008,450598,32939.344,84.652718,84.647491,0.52458781,0.51387799
F,28,2009,461264,32337.096,84.749397,84.754845,0.53338224,0.52406192
F,28,2010,461022,31535.18,85.213577,85.214119,0.48745131,0.47826803
F,28,2011,459358,30671.512,84.165276,84.184433,0.59288567,0.57965285
F,28,2012,459766,30170.48,85.123337,85.107719,0.50688845,0.4973678
F,28,2013,457317,29437.852,84.781067,84.774055,0.54468679,0.53420681
F,28,2014,440381,28185.756,84.848785,84.85141,0.59227192,0.57960254
F,29,2001,400679,35024.668,83.402588,83.434433,0.62129092,0.60479867
F,29,2002,413470,35493.941,82.570358,82.616287,0.61544144,0.60013741
F,29,2003,422690,35042.785,83.535645,83.556709,0.59167045,0.57736188
F,29,2004,430159,34478.727,83.019234,83.055977,0.60136968,0.58526325
F,29,2005,435864,34115.988,84.536484,84.540535,0.57432961,0.562222
F,29,2006,441088,34187.238,83.309105,83.340286,0.63149422,0.6153515
F,29,2007,445353,33986.309,85.41391,85.3974,0.51827335,0.50857562
F,29,2008,450467,34006.941,85.683617,85.662132,0.50545657,0.49603862
F,29,2009,461328,33404.805,84.399483,84.414558,0.54351711,0.53145093
F,29,2010,461058,32565.252,85.185333,85.190399,0.50485188,0.49687442
F,29,2011,459359,31682.73,85.072845,85.069565,0.53077811,0.52100295
F,29,2012,459904,31164.578,84.113503,84.12178,0.51218277,0.50130939
F,29,2013,457363,30423.09,85.468903,85.453972,0.53316694,0.52337414
F,29,2014,440375,29128.639,85.197159,85.176697,0.51889139,0.50981653
F,30,2001,400533,36112.762,83.343178,83.380966,0.61512405,0.59863496
F,30,2002,413540,36596.871,83.879723,83.904625,0.61007875,0.59486657
F,30,2003,422632,36118.613,84.128693,84.146164,0.58371812,0.56890523
F,30,2004,430200,35539.309,84.358307,84.372986,0.6096518,0.59658444
F,30,2005,435820,35165.305,84.723602,84.726898,0.54724902,0.53594828
F,30,2006,440956,35255.801,84.394394,84.404594,0.56025988,0.54842669
F,30,2007,445500,35055.684,84.776581,84.774857,0.52156419,0.51027048
F,30,2008,450579,35085.848,85.699463,85.686028,0.4917978,0.48259169
F,30,2009,461321,34483.461,84.004341,84.029854,0.55298561,0.54052949
F,30,2010,461124,33610.164,85.203339,85.212952,0.51777285,0.50751024
F,30,2011,459420,32703.9,85.77803,85.76712,0.48454994,0.4752079
F,30,2012,459914,32164.912,85.376854,85.370956,0.51315504,0.50423133
F,30,2013,457366,31416.711,84.632103,84.635918,0.55841953,0.5461005
F,30,2014,440389,30080.309,84.890068,84.888908,0.5758456,0.56478143
F,31,2001,400638,37209.602,83.635201,83.675171,0.63081557,0.61515146
F,31,2002,413600,37708.168,83.938759,83.969208,0.61939919,0.60451579
F,31,2003,422802,37204.281,84.698952,84.711449,0.55590898,0.54306263
F,31,2004,430195,36610.223,85.087601,85.091873,0.53287876,0.52108419
F,31,2005,435946,36228.867,84.364616,84.379654,0.57280833,0.55944502
F,31,2006,440857,36337.652,85.148918,85.152069,0.54283446,0.5317958
F,31,2007,445355,36139.246,85.77401,85.761162,0.50074762,0.49170437
F,31,2008,450591,36179.535,84.802834,84.815369,0.52546656,0.51463586
F,31,2009,461220,35573.145,85.237656,85.238884,0.48329675,0.47435525
F,31,2010,461013,34670.527,85.088295,85.103409,0.51796353,0.50756091
F,31,2011,459361,33733.727,85.870155,85.86718,0.49018458,0.48160297
F,31,2012,459987,33176.414,85.346672,85.339325,0.51475984,0.50531274
F,31,2013,457357,32420.447,84.362534,84.377113,0.54811937,0.53632385
F,31,2014,440461,31039.486,85.372314,85.36409,0.52870536,0.51903909
F,32,2001,400559,38316.672,83.810379,83.85778,0.64416039,0.62704045
F,32,2002,413481,38831.035,83.51371,83.562141,0.66174364,0.64536685
F,32,2003,422703,38301.098,83.269157,83.317078,0.62123221,0.60515189
F,32,2004,430118,37687.602,82.905434,82.96244,0.63139915,0.61487108
F,32,2005,435800,37307.68,85.214317,85.223274,0.54916018,0.53736365
F,32,2006,441073,37432.566,84.286934,84.309845,0.55422813,0.54113066
F,32,2007,445305,37235.609,84.370689,84.392075,0.58610421,0.57299232
F,32,2008,450632,37287.066,84.996384,85.001068,0.53657693,0.52494735
F,32,2009,461377,36680.438,85.351418,85.360405,0.5173257,0.50661856
F,32,2010,461060,35742.152,84.790642,84.822929,0.55887097,0.54720443
F,32,2011,459350,34778.914,84.665855,84.688896,0.54206228,0.53058314
F,32,2012,459972,34201.191,86.083344,86.067314,0.46609819,0.45862958
F,32,2013,457352,33434.953,85.540459,85.533112,0.51895291,0.50916207
F,32,2014,440294,32010.066,85.805664,85.791122,0.48845804,0.47949311
F,33,2001,400624,39437.098,83.698807,83.748711,0.65281236,0.63588727
F,33,2002,413529,39967.305,83.952606,83.990791,0.61940861,0.60317016
F,33,2003,422688,39412.438,83.955063,83.991486,0.59351283,0.5790258
F,33,2004,430295,38781.152,83.557755,83.602867,0.62391651,0.60854137
F,33,2005,435968,38394.168,84.743805,84.757683,0.54613227,0.5335328
F,33,2006,441060,38538.789,85.378456,85.386383,0.55758506,0.54520261
F,33,2007,445448,38343.375,84.449387,84.472435,0.60053504,0.58676517
F,33,2008,450552,38408.664,85.342819,85.351738,0.55579638,0.54509854
F,33,2009,461271,37809.117,85.127068,85.143517,0.52535266,0.51509577
F,33,2010,461125,36833.645,84.936386,84.970749,0.55810374,0.54575497
F,33,2011,459397,35836.93,85.592026,85.60318,0.5321576,0.52306259
F,33,2012,459880,35244.434,86.355164,86.336136,0.46938133,0.46306846
F,33,2013,457408,34468.512,84.88147,84.894295,0.55191153,0.5404762
F,33,2014,440394,32989.582,86.126465,86.112183,0.50796634,0.49774429
F,34,2001,400543,40573.438,83.243309,83.306435,0.69004381,0.67107219
F,34,2002,413608,41117.871,83.174568,83.233177,0.63955671,0.62261105
F,34,2003,422669,40535.777,83.764336,83.807487,0.63658714,0.62016141
F,34,2004,430128,39885.898,83.709633,83.753288,0.60301167,0.58900464
F,34,2005,435797,39494.047,84.577118,84.599937,0.58631498,0.57224309
F,34,2006,441023,39657.297,84.462898,84.491348,0.60385984,0.5897339
F,34,2007,445484,39469.016,84.978638,84.991341,0.57339466,0.56085086
F,34,2008,450596,39543.859,85.436218,85.442146,0.50544256,0.49570042
F,34,2009,461323,38950.047,84.696869,84.722366,0.54605377,0.53468156
F,34,2010,461151,37941.918,85.818176,85.831261,0.51654381,0.50694221
F,34,2011,459481,36909.578,86.111794,86.106995,0.46726274,0.45841151
F,34,2012,459953,36307.363,84.83049,84.852173,0.57633972,0.56387663
F,34,2013,457348,35522.246,85.179916,85.183121,0.50751442,0.498256
F,34,2014,440414,33982.598,85.080605,85.094566,0.57488197,0.56358844
F,35,2001,400704,41722.059,84.403358,84.440536,0.61155051,0.59694237
F,35,2002,413567,42279.344,85.213188,85.228958,0.57495886,0.56095195
F,35,2003,422705,41675.867,83.739624,83.782669,0.62699777,0.6100592
F,35,2004,430269,41007.18,85.336388,85.350197,0.55700225,0.54474038
F,35,2005,435861,40609.609,84.24987,84.275795,0.57670808,0.5622859
F,35,2006,441113,40793.605,85.12262,85.142097,0.58494884,0.5712387
F,35,2007,445530,40607.871,85.204796,85.212227,0.54941195,0.53756654
F,35,2008,450559,40697.875,85.773926,85.775757,0.51554161,0.50499344
F,35,2009,461409,40110.43,85.077255,85.093697,0.51292908,0.50221199
F,35,2010,461078,39066.695,84.983665,85.01223,0.54642022,0.53555304
F,35,2011,459398,38000.84,85.160759,85.177124,0.55325401,0.54219437
F,35,2012,459699,37386.348,85.430504,85.432503,0.50748855,0.49647889
F,35,2013,457377,36588.301,84.167168,84.194382,0.57759428,0.56545365
F,35,2014,440415,34994.234,85.993401,85.983353,0.51526654,0.50569546
F,36,2001,400656,42879.707,84.132935,84.174973,0.61300218,0.59734291
F,36,2002,413522,43456.652,83.307365,83.364853,0.65101081,0.63228327
F,36,2003,422802,42828.293,83.048599,83.11277,0.65821761,0.64148009
F,36,2004,430176,42144.754,84.291016,84.324181,0.59590524,0.58089292
F,36,2005,435948,41737.496,83.819328,83.860283,0.62074429,0.60456026
F,36,2006,440961,41937.449,85.138214,85.155441,0.57326365,0.56089371
F,36,2007,445391,41760.52,85.903442,85.903732,0.52680546,0.51675212
F,36,2008,450630,41868.559,84.091019,84.124153,0.55758971,0.54424566
F,36,2009,461388,41290.535,86.198067,86.191597,0.46464235,0.45582417
F,36,2010,461172,40207.09,86.181808,86.187317,0.46378765,0.45575491
F,36,2011,459450,39110.59,85.725853,85.732437,0.51573855,0.50586843
F,36,2012,459911,38480.195,85.98204,85.975021,0.51366031,0.50432807
F,36,2013,457395,37672.863,84.58149,84.604713,0.59212089,0.57993442
F,36,2014,440389,36020.027,85.763893,85.762589,0.53210819,0.52144039
F,37,2001,400569,44050.605,83.131073,83.201462,0.660779,0.64121199
F,37,2002,413597,44648.277,84.561676,84.590469,0.56567729,0.55301052
F,37,2003,422656,43995.359,84.205879,84.245399,0.63091749,0.61497402
F,37,2004,430266,43296.25,84.122742,84.157646,0.59915185,0.58380359
F,37,2005,435991,42878.832,84.682709,84.713539,0.64403117,0.62885427
F,37,2006,441128,43098.199,83.713562,83.763794,0.64424229,0.62798148
F,37,2007,445350,42932.84,85.416519,85.424103,0.55729175,0.54436189
F,37,2008,450616,43055.953,85.243523,85.253334,0.52319753,0.51265347
F,37,2009,461357,42487.715,85.153412,85.174698,0.53016883,0.51870394
F,37,2010,461056,41366.785,85.42392,85.448059,0.52516466,0.51463777
F,37,2011,459382,40235.871,85.230827,85.24984,0.53334129,0.52209979
F,37,2012,459927,39593.57,85.278564,85.292953,0.55866855,0.54827863
F,37,2013,457389,38782.543,85.324379,85.330238,0.54043275,0.5304842
F,37,2014,440510,37065.199,86.077766,86.068588,0.51930624,0.51032281
F,38,2001,400596,45233.918,82.805672,82.888016,0.69052202,0.67143244
F,38,2002,413634,45851.41,84.059708,84.109901,0.6523205,0.63479096
F,38,2003,422750,45172.656,84.132057,84.176918,0.62649125,0.61037409
F,38,2004,430134,44461.055,84.141975,84.183189,0.62504578,0.6090939
F,38,2005,435923,44039.609,84.02877,84.070915,0.61860609,0.60466921
F,38,2006,440933,44276.262,84.916054,84.937187,0.56286913,0.54982638
F,38,2007,445475,44118.859,85.634506,85.642601,0.54791093,0.536475
F,38,2008,450723,44256.586,85.571236,85.58387,0.5427739,0.53140569
F,38,2009,461353,43701.656,85.823807,85.83815,0.53321743,0.52333379
F,38,2010,461106,42546.16,85.663132,85.682327,0.49758878,0.48709014
F,38,2011,459391,41382.066,85.465866,85.479362,0.54472041,0.53396171
F,38,2012,459922,40726.414,84.635231,84.665726,0.55907094,0.54658395
F,38,2013,457427,39909.656,84.836891,84.853119,0.56489992,0.55093986
F,38,2014,440447,38134.602,85.472771,85.482277,0.5681985,0.55807567
F,39,2001,400722,46431.875,82.979576,83.060951,0.65961838,0.64284378
F,39,2002,413515,47068.699,83.659325,83.718788,0.64854205,0.63195193
F,39,2003,422729,46364.766,83.934364,83.989403,0.62258255,0.60671157
F,39,2004,430313,45641.219,84.046539,84.091454,0.61656845,0.60117382
F,39,2005,435937,45210.836,84.490135,84.527443,0.59883016,0.58370668
F,39,2006,441123,45470.391,85.274109,85.293221,0.55909795,0.54679489
F,39,2007,445559,45320.641,85.036835,85.058182,0.61724383,0.60294062
F,39,2008,450586,45476.145,85.241577,85.260445,0.57483995,0.56209594
F,39,2009,461363,44934.918,84.969223,85.005348,0.58449405,0.57148856
F,39,2010,461136,43744.465,86.605888,86.614761,0.50109059,0.49251702
F,39,2011,459612,42548.348,85.455276,85.472572,0.52852678,0.51825625
F,39,2012,459899,41881.555,85.510132,85.525421,0.53628391,0.52504396
F,39,2013,457464,41060.762,86.279137,86.266113,0.48661906,0.47845322
F,39,2014,440486,39219.09,86.599182,86.580559,0.49502182,0.48616177
F,40,2001,400628,47642.875,83.237862,83.31218,0.69781643,0.6789062
F,40,2002,413602,48295.953,84.597572,84.634155,0.57892489,0.56367534
F,40,2003,422788,47564.949,84.082993,84.130356,0.61447495,0.59949291
F,40,2004,430311,46833.758,85.010674,85.042984,0.63627166,0.61977643
F,40,2005,436015,46396.863,85.232124,85.25383,0.56741887,0.55482936
F,40,2006,441107,46677.773,84.595818,84.628784,0.58678871,0.57325208
F,40,2007,445401,46539.703,84.518539,84.554558,0.60308236,0.58851659
F,40,2008,450591,46715.34,85.780556,85.791061,0.54238451,0.53110403
F,40,2009,461450,46187.055,86.013359,86.025818,0.51032394,0.50061846
F,40,2010,461162,44961.73,85.78167,85.808968,0.55023462,0.53971153
F,40,2011,459376,43733.934,86.491859,86.487648,0.48992068,0.4806973
F,40,2012,460027,43058.262,85.094971,85.111847,0.55314797,0.54221708
F,40,2013,457498,42229.594,85.039215,85.056572,0.5690679,0.55691594
F,40,2014,440416,40327.301,85.929268,85.928993,0.54554844,0.53519112
F,41,2001,400715,48863.203,84.558022,84.601974,0.60551912,0.58985227
F,41,2002,413683,49534.746,84.019722,84.07386,0.65495241,0.63767469
F,41,2003,422718,48777.922,83.982262,84.03492,0.61902374,0.60227865
F,41,2004,430251,48037.27,84.529602,84.576332,0.65554178,0.63849258
F,41,2005,435955,47596.133,84.175133,84.2201,0.59710079,0.58250391
F,41,2006,441086,47895.582,84.513336,84.55407,0.6052534,0.5910061
F,41,2007,445594,47770.723,85.391426,85.409058,0.57349205,0.5615651
F,41,2008,450662,47970.008,85.563782,85.578377,0.56196481,0.55037868
F,41,2009,461341,47455.207,86.702431,86.695976,0.45122993,0.44334626
F,41,2010,461150,46200.164,85.502106,85.528282,0.53030419,0.51994175
F,41,2011,459480,44939.551,86.056419,86.065804,0.51133347,0.5018785
F,41,2012,460098,44259.547,86.572281,86.568207,0.50743979,0.49818259
F,41,2013,457394,43419.945,85.417496,85.426918,0.53667432,0.52609938
F,41,2014,440541,41458.137,86.325508,86.31868,0.51566082,0.50582165
F,42,2001,400608,50094.113,83.618019,83.690094,0.66522956,0.64786476
F,42,2002,413577,50784.457,83.741592,83.799767,0.62998819,0.61306101
F,42,2003,422797,50001.234,83.731781,83.791718,0.62410051,0.60768205
F,42,2004,430257,49250.688,83.205032,83.279175,0.65398753,0.6357953
F,42,2005,435944,48806.469,85.088333,85.116096,0.58430946,0.57043344
F,42,2006,441074,49127.766,84.785782,84.820549,0.58583117,0.57086712
F,42,2007,445448,49016.051,85.539322,85.555725,0.55994302,0.54794449
F,42,2008,450781,49234.762,85.721733,85.732986,0.54609627,0.53506905
F,42,2009,461505,48742.602,85.160179,85.189056,0.54862559,0.53732753
F,42,2010,461163,47456.289,85.749672,85.776085,0.54312766,0.53225988
F,42,2011,459530,46167.484,86.004227,86.010742,0.51552576,0.50668204
F,42,2012,460011,45481.664,85.852119,85.861229,0.52506846,0.51447713
F,42,2013,457470,44635.461,85.525246,85.534615,0.54688561,0.53599507
F,42,2014,440490,42609.734,86.417084,86.405312,0.49754396,0.48747861
F,43,2001,400713,51331.164,84.083321,84.142998,0.65203214,0.63381261
F,43,2002,413639,52043.461,83.082016,83.158859,0.65412575,0.63712144
F,43,2003,422753,51232.91,84.909195,84.944786,0.58975416,0.57547849
F,43,2004,430210,50475.242,85.863335,85.883675,0.57750428,0.56420225
F,43,2005,436017,50027.074,83.791763,83.852257,0.62607336,0.61040801
F,43,2006,441114,50374.039,84.886879,84.921425,0.61594176,0.60097724
F,43,2007,445500,50271.715,85.53318,85.55172,0.58295923,0.56947142
F,43,2008,450605,50516.949,85.722755,85.742752,0.56896067,0.5580588
F,43,2009,461472,50044.906,85.068085,85.104568,0.56857938,0.55661553
F,43,2010,461258,48728.184,85.152451,85.189102,0.54697353,0.53565699
F,43,2011,459603,47415.383,86.21537,86.222412,0.53311163,0.52361578
F,43,2012,460130,46726.063,86.158485,86.161911,0.53928608,0.52939278
F,43,2013,457504,45874.082,86.052353,86.046906,0.50608271,0.4970417
F,43,2014,440579,43786.461,85.861221,85.868813,0.55030024,0.54124999
F,44,2001,400675,52583.988,83.074921,83.167572,0.71127778,0.69024265
F,44,2002,413636,53315.059,82.886337,82.977921,0.72309715,0.70335191
F,44,2003,422798,52480.859,84.489525,84.533997,0.60801476,0.59206837
F,44,2004,430373,51715.297,85.028885,85.063858,0.58639175,0.571908
F,44,2005,435977,51260.043,83.948273,84.003769,0.63099992,0.61565578
F,44,2006,441143,51632.238,85.828987,85.849358,0.5691669,0.5564912
F,44,2007,445588,51541.051,86.138054,86.148483,0.56030494,0.54900455
F,44,2008,450771,51813.254,87.110199,87.104927,0.49956578,0.49213073
F,44,2009,461447,51357.574,85.212608,85.246048,0.55652708,0.54431784
F,44,2010,461125,50011.766,86.6502,86.662949,0.52900362,0.52039266
F,44,2011,459549,48683.27,86.523743,86.5242,0.49624401,0.48746172
F,44,2012,460080,47995.523,85.692314,85.706177,0.56534612,0.55457586
F,44,2013,457570,47137.555,86.116989,86.119438,0.54953831,0.53965878
F,44,2014,440539,44986.559,86.366196,86.368782,0.56573415,0.55612761
F,45,2001,400730,53845.52,82.483688,82.595329,0.73474383,0.71317035
F,45,2002,413600,54599.586,84.988892,85.030281,0.58742464,0.57356811
F,45,2003,422826,53743.875,84.179886,84.241371,0.63099122,0.61442095
F,45,2004,430387,52962.84,84.935165,84.983887,0.64894068,0.63241422
F,45,2005,435945,52509.945,85.643684,85.668205,0.57332134,0.56106442
F,45,2006,441174,52902.543,85.502838,85.526108,0.55809623,0.54602623
F,45,2007,445583,52821.246,85.815613,85.831085,0.5525614,0.54127145
F,45,2008,450672,53123.871,86.115623,86.131584,0.55272985,0.54186249
F,45,2009,461562,52686.902,86.288269,86.303268,0.51005626,0.50019592
F,45,2010,461261,51307.293,86.521439,86.539719,0.52534091,0.51651782
F,45,2011,459603,49968.027,85.709122,85.735924,0.581083,0.56945759
F,45,2012,460135,49288.836,85.759911,85.78009,0.55489832,0.54257995
F,45,2013,457526,48422.191,86.806358,86.796249,0.50121784,0.49272281
F,45,2014,440513,46207.074,86.849777,86.831024,0.47754714,0.4700377
F,46,2001,400698,55121.117,84.108162,84.179672,0.68970907,0.66962689
F,46,2002,413723,55899.316,84.834526,84.885384,0.6230135,0.60796916
F,46,2003,422839,55020.871,84.677696,84.731384,0.62497973,0.60950416
F,46,2004,430264,54225.379,84.315926,84.37674,0.63559479,0.61905473
F,46,2005,436107,53777.98,84.987915,85.029594,0.60184175,0.5874992
F,46,2006,441120,54190.527,85.207268,85.247299,0.61904871,0.60479009
F,46,2007,445514,54119.418,85.257423,85.290207,0.59586889,0.58275175
F,46,2008,450762,54444.063,86.921539,86.925156,0.49974579,0.49141249
F,46,2009,461494,54031.801,85.418968,85.456848,0.5751977,0.5641858
F,46,2010,461249,52615.965,86.256485,86.282158,0.52874452,0.51798296
F,46,2011,459568,51269.375,86.143608,86.16069,0.52928418,0.51939845
F,46,2012,460198,50597.633,86.034622,86.054169,0.5395596,0.52977544
F,46,2013,457509,49726.742,85.307175,85.33374,0.60703892,0.5949921
F,46,2014,440587,47447.387,86.28009,86.286034,0.54746348,0.53698963
F,47,2001,400750,56411.133,82.953148,83.062065,0.70750004,0.6897341
F,47,2002,413676,57213.449,84.787796,84.843575,0.6405912,0.6244821
F,47,2003,422769,56307.426,84.232018,84.29734,0.62824982,0.613051
F,47,2004,430322,55501.5,85.335709,85.377068,0.5700168,0.55742329
F,47,2005,436046,55055.5,85.398331,85.440834,0.63086897,0.61587059
F,47,2006,441187,55490.727,85.791237,85.819641,0.56800318,0.55532527
F,47,2007,445505,55435.238,85.883118,85.910042,0.57922822,0.56724161
F,47,2008,450734,55786.984,86.452751,86.462379,0.53055406,0.51994044
F,47,2009,461443,55389.813,86.156334,86.183617,0.55352265,0.54232323
F,47,2010,461257,53939.004,86.388565,86.419846,0.55303276,0.5437268
F,47,2011,459649,52588.492,86.951912,86.957413,0.50118595,0.49278671
F,47,2012,460112,51925.66,86.157455,86.175133,0.55021256,0.540447
F,47,2013,457537,51051.754,86.610176,86.617149,0.53228158,0.52362502
F,47,2014,440511,48710.129,86.711304,86.709358,0.5236181,0.51543105
F,48,2001,400767,57714.863,84.388397,84.463898,0.67313868,0.65653175
