gnd,pctile,year,count,hh_inc,le_agg,le_raceadj,sd_le_agg,sd_le_raceadj
F,50,2012,460260,56023.445,86.616844,86.617142,0.53447294,0.52587909
F,50,2013,457530,55159.707,85.910301,85.927711,0.57326359,0.56332487
F,50,2014,440591,52638.066,87.171906,87.160202,0.52602029,0.51997715
F,51,2001,400818,61720.852,84.341415,84.417709,0.68672329,0.66737813
F,51,2002,413787,62617.125,85.516556,85.561234,0.65260029,0.63676769
F,51,2003,422957,61615.121,84.800163,84.856201,0.66719466,0.65015888
F,51,2004,430374,60764.785,84.6632,84.723137,0.67553365,0.65972596
F,51,2005,436111,60338.055,84.343132,84.400848,0.68014777,0.66336602
F,51,2006,441223,60888.77,85.577118,85.609818,0.60195392,0.58975655
F,51,2007,445631,60910.961,85.969421,85.988007,0.59100139,0.5797748
F,51,2008,450766,61380.145,86.920563,86.924835,0.54730356,0.53811878
F,51,2009,461525,61073.406,87.115051,87.113686,0.49260569,0.48471588
F,51,2010,461350,59459.34,86.867943,86.879181,0.51337832,0.50565702
F,51,2011,459659,58048.043,86.627472,86.634354,0.53703427,0.52847701
F,51,2012,460231,57434.832,85.909081,85.923805,0.57251894,0.56396246
F,51,2013,457642,56576.695,85.964615,85.972839,0.57779711,0.5683791
F,51,2014,440622,53991.41,87.436096,87.410072,0.47941685,0.47379822
F,52,2001,400862,63086.957,83.327492,83.423187,0.71670979,0.69729781
F,52,2002,413803,64007.477,85.580574,85.619888,0.6183244,0.60410625
F,52,2003,422952,62981.887,84.823662,84.872879,0.66906482,0.6532777
F,52,2004,430487,62126.262,84.972191,85.021439,0.6688562,0.65266377
F,52,2005,436079,61713.75,84.648613,84.702385,0.68066889,0.66465294
F,52,2006,441155,62294.844,85.154114,85.188263,0.61055297,0.59652257
F,52,2007,445629,62335.605,86.124352,86.140923,0.6126197,0.59996063
F,52,2008,450882,62832.527,85.935234,85.947876,0.57176238,0.56075281
F,52,2009,461536,62554.766,86.45195,86.458603,0.54059231,0.53140694
F,52,2010,461286,60907.734,85.715576,85.749504,0.61483246,0.60323936
F,52,2011,459680,59470.141,87.443184,87.430717,0.5071454,0.50097495
F,52,2012,460263,58873.051,86.088303,86.09874,0.56300735,0.55422217
F,52,2013,457689,58020.84,87.293571,87.266571,0.48300585,0.47805071
F,52,2014,440615,55376.063,87.70961,87.681061,0.47722346,0.47234994
F,53,2001,400819,64466.492,83.391823,83.480629,0.75235444,0.73210084
F,53,2002,413679,65417.379,84.821617,84.874771,0.67563349,0.65788466
F,53,2003,422860,64365.348,85.744377,85.768585,0.61506218,0.60144669
F,53,2004,430385,63508.355,85.551292,85.578667,0.60415679,0.59022343
F,53,2005,436090,63104.188,85.369507,85.395004,0.63778502,0.62405241
F,53,2006,441324,63718.203,86.14476,86.157036,0.59797454,0.58682078
F,53,2007,445562,63778.867,85.853912,85.864418,0.61242104,0.60117131
F,53,2008,450881,64306.547,86.149529,86.155502,0.60564876,0.59497714
F,53,2009,461632,64054.59,86.148109,86.159576,0.56604892,0.55660564
F,53,2010,461293,62373.887,86.98011,86.976143,0.50563681,0.49850169
F,53,2011,459711,60921.574,86.811325,86.804253,0.5407241,0.53428906
F,53,2012,460265,60339.125,86.713791,86.709061,0.57951236,0.57127124
F,53,2013,457648,59496.859,86.811363,86.793297,0.53998411,0.53342098
F,53,2014,440664,56783.227,87.527107,87.49102,0.48703584,0.48189116
F,54,2001,400769,65866.492,84.696732,84.746292,0.6714198,0.65354037
F,54,2002,413823,66838.453,85.502007,85.529114,0.60808063,0.59428817
F,54,2003,422943,65767.813,84.338097,84.388031,0.6860283,0.66826981
F,54,2004,430461,64906.68,84.693192,84.740829,0.68515038,0.66878712
F,54,2005,436182,64516.563,85.349258,85.376389,0.66098875,0.64638734
F,54,2006,441250,65159.988,86.344391,86.347298,0.58486855,0.57369709
F,54,2007,445675,65240.242,86.012238,86.01429,0.60684067,0.59563583
F,54,2008,450823,65799.391,86.726028,86.714134,0.53236669,0.52475566
F,54,2009,461568,65576.203,85.947815,85.95742,0.56495661,0.55640531
F,54,2010,461381,63866.934,86.192825,86.203522,0.58441359,0.57449341
F,54,2011,459751,62398.785,86.682785,86.667,0.53758937,0.52991682
F,54,2012,460307,61831.57,86.638603,86.622116,0.55072308,0.54371977
F,54,2013,457731,60997.57,87.246246,87.210335,0.53110045,0.5253706
F,54,2014,440656,58221.715,87.191109,87.15979,0.55744702,0.55268067
F,55,2001,400822,67279.453,84.421455,84.477966,0.73367155,0.71424031
F,55,2002,413714,68277.719,84.532143,84.576591,0.70223927,0.68496221
F,55,2003,422976,67184.18,85.008644,85.037247,0.63843715,0.62438846
F,55,2004,430400,66325.141,84.892227,84.921204,0.65875614,0.64460963
F,55,2005,436079,65947.328,85.094582,85.115814,0.65125275,0.63881505
F,55,2006,441303,66624.375,85.707558,85.717232,0.634121,0.62159652
F,55,2007,445665,66720.711,85.230057,85.23848,0.62784815,0.61640692
F,55,2008,450848,67311.641,86.556915,86.540329,0.5454039,0.5365271
F,55,2009,461588,67129.625,86.538826,86.525742,0.5334177,0.52539116
F,55,2010,461289,65391.684,87.362473,87.348236,0.51370114,0.506971
F,55,2011,459675,63902.906,86.91925,86.894424,0.52331364,0.5150252
F,55,2012,460321,63349.887,86.54509,86.527649,0.58457476,0.57665694
F,55,2013,457693,62527.738,86.794678,86.764397,0.56759626,0.56121022
F,55,2014,440649,59685.059,86.433495,86.410645,0.61005324,0.60163385
F,56,2001,400776,68711.664,83.745926,83.809212,0.7119742,0.69538498
F,56,2002,413792,69733.148,83.805595,83.857552,0.73870647,0.72049254
F,56,2003,422931,68623.07,85.536507,85.552185,0.63595837,0.62209707
F,56,2004,430490,67763.219,84.888519,84.917358,0.68113363,0.66617751
F,56,2005,436144,67397.203,85.571793,85.578133,0.62839508,0.61764532
F,56,2006,441231,68106.797,85.828629,85.828827,0.6309607,0.62059069
F,56,2007,445706,68219.391,86.839912,86.817589,0.55084366,0.54367977
F,56,2008,450836,68851.633,86.619278,86.597412,0.5542894,0.54674733
F,56,2009,461665,68703.211,86.934647,86.908676,0.50896263,0.50364339
F,56,2010,461313,66928.383,86.745567,86.734337,0.57049847,0.56394362
F,56,2011,459705,65437.352,87.357712,87.319702,0.51369745,0.50780308
F,56,2012,460233,64892.977,87.55085,87.500107,0.47571683,0.47245085
F,56,2013,457695,64086.5,86.40419,86.372604,0.58567554,0.57796091
F,56,2014,440719,61183.422,86.782761,86.745361,0.60629773,0.59970886
F,57,2001,400863,70159.484,83.370949,83.438812,0.74145406,0.72266835
F,57,2002,413749,71212.242,86.568924,86.56575,0.6033926,0.59130073
F,57,2003,422928,70078.461,84.467628,84.500282,0.7221607,0.7066558
F,57,2004,430453,69217.031,84.555977,84.584099,0.69978571,0.68406433
F,57,2005,436163,68868.313,85.448486,85.451279,0.62928069,0.61777413
F,57,2006,441281,69606.742,86.75032,86.7323,0.57909071,0.56950927
F,57,2007,445690,69742.438,86.98439,86.954979,0.57016677,0.56193829
F,57,2008,450834,70412.172,86.495255,86.4758,0.60006088,0.59107625
F,57,2009,461621,70291.43,87.198181,87.165794,0.52101356,0.51534879
F,57,2010,461389,68484.875,86.475449,86.465065,0.59857631,0.58954263
F,57,2011,459746,66993.586,86.736305,86.706802,0.58053339,0.5722608
F,57,2012,460352,66459.094,87.361954,87.312317,0.51427186,0.51050311
F,57,2013,457665,65662.883,86.57206,86.530807,0.57157135,0.56639916
F,57,2014,440714,62711.676,87.681862,87.623421,0.51557976,0.51233363
F,58,2001,400881,71630.508,84.117439,84.162315,0.73431849,0.71567357
F,58,2002,413833,72709.664,84.701752,84.728027,0.72354633,0.70622098
F,58,2003,422917,71556.414,84.946266,84.960121,0.67014003,0.65533131
F,58,2004,430496,70695.555,84.395256,84.425888,0.72856045,0.71266371
F,58,2005,436140,70360.117,85.285049,85.289772,0.64686269,0.63369411
F,58,2006,441338,71128.406,84.937561,84.945869,0.68126869,0.66651517
F,58,2007,445606,71294.477,85.772934,85.75621,0.63096881,0.61946136
F,58,2008,450844,71988.492,86.856216,86.824348,0.56173575,0.55374402
F,58,2009,461716,71898.633,86.053474,86.033173,0.60449737,0.59522444
F,58,2010,461433,70062.336,88.140556,88.100433,0.48415956,0.48083079
F,58,2011,459729,68571.164,87.013344,86.972435,0.56802011,0.56174809
F,58,2012,460369,68048.484,87.919472,87.859589,0.4687072,0.4668532
F,58,2013,457743,67263.273,88.261131,88.196373,0.47723404,0.47290453
F,58,2014,440776,64262.504,87.930725,87.865875,0.50520849,0.5026812
F,59,2001,400900,73121.602,85.077179,85.105072,0.6873194,0.67031246
F,59,2002,413813,74227.383,85.035889,85.056328,0.70426226,0.68854463
F,59,2003,423023,73053.563,84.951469,84.967285,0.68005395,0.66308784
F,59,2004,430519,72192.742,85.222626,85.233009,0.69645554,0.68153661
F,59,2005,436140,71870.523,85.606995,85.600563,0.62086868,0.60877055
F,59,2006,441335,72684.305,86.577507,86.554573,0.61311179,0.60337204
F,59,2007,445789,72863.219,86.875763,86.841789,0.57222354,0.56565934
F,59,2008,450956,73582.914,88.073402,88.025177,0.50669175,0.5006361
F,59,2009,461602,73524.727,87.292252,87.251488,0.51901644,0.51308292
F,59,2010,461373,71659.664,86.933342,86.902748,0.55989671,0.5544371
F,59,2011,459691,70177.195,87.797516,87.747208,0.53337973,0.5296756
F,59,2012,460346,69665.383,87.197441,87.150276,0.59288996,0.58767176
F,59,2013,457756,68889.313,87.028305,86.97464,0.59489679,0.58826941
F,59,2014,440726,65833.406,87.313004,87.250969,0.55071247,0.54676008
F,60,2001,400888,74632.297,83.691635,83.747734,0.77067202,0.749578
F,60,2002,413790,75769.305,84.357811,84.386856,0.71261144,0.6948387
F,60,2003,423056,74570.719,83.773819,83.810654,0.74757284,0.73108184
F,60,2004,430512,73715.281,85.844223,85.837906,0.62201315,0.60979205
F,60,2005,436203,73406.18,85.159187,85.157455,0.66375893,0.65018803
F,60,2006,441306,74261.102,85.352898,85.349876,0.67780209,0.66421646
F,60,2007,445710,74454.313,87.016068,86.979836,0.57560575,0.56636858
F,60,2008,450942,75205.461,86.271461,86.245125,0.64870125,0.63827753
F,60,2009,461721,75178.805,87.118279,87.079788,0.57881576,0.57171428
F,60,2010,461456,73282.484,86.381676,86.360268,0.61479574,0.60581434
F,60,2011,459807,71808.883,87.322647,87.275146,0.56506664,0.56082994
F,60,2012,460428,71308.391,87.082413,87.033791,0.59503353,0.58920419
F,60,2013,457783,70539.305,87.659538,87.594254,0.51179808,0.50847399
F,60,2014,440782,67433.156,86.690689,86.634415,0.61521828,0.60997277
F,61,2001,400867,76170.414,83.540726,83.60054,0.77726126,0.75905609
F,61,2002,413810,77334.156,85.271469,85.283913,0.68799812,0.67245001
F,61,2003,422971,76111.219,85.189178,85.199562,0.68873239,0.67516226
F,61,2004,430450,75251.453,86.850685,86.832458,0.59866565,0.58885837
F,61,2005,436225,74974.859,86.581291,86.563499,0.62644714,0.61656123
F,61,2006,441380,75858.516,86.380608,86.35775,0.63949513,0.62996417
F,61,2007,445747,76071.414,86.92981,86.890755,0.56489378,0.55675703
F,61,2008,450887,76858.961,86.848045,86.809937,0.56862891,0.55997515
F,61,2009,461729,76860.055,86.002022,85.977425,0.62793308,0.61806595
F,61,2010,461456,74929.688,87.234932,87.199951,0.55979198,0.5547173
F,61,2011,459829,73466.234,88.045708,87.988457,0.49077225,0.48693275
F,61,2012,460393,72976.477,86.967224,86.913734,0.55335808,0.55021799
F,61,2013,457804,72215.672,87.159927,87.098305,0.55047208,0.5455392
F,61,2014,440787,69064.891,87.290802,87.228699,0.57482046,0.57053334
F,62,2001,400904,77734.203,85.674667,85.685402,0.66532606,0.65061229
F,62,2002,413811,78923.781,85.775009,85.782288,0.69551301,0.67947185
F,62,2003,423065,77678.125,85.804749,85.799004,0.61778516,0.60518742
F,62,2004,430534,76818.32,85.737885,85.738449,0.66036284,0.64690125
F,62,2005,436188,76575.336,86.528038,86.510429,0.6177333,0.60798484
F,62,2006,441353,77480.445,85.649361,85.638733,0.67090404,0.65714002
F,62,2007,445775,77719.938,86.931999,86.894539,0.58298844,0.5753094
F,62,2008,450985,78535,87.582916,87.537415,0.55191708,0.54410404
F,62,2009,461739,78570.094,86.996925,86.956833,0.57013541,0.56391621
F,62,2010,461467,76604.984,87.872299,87.828995,0.52422887,0.51978278
F,62,2011,459819,75155.406,86.836418,86.79628,0.58851385,0.58284456
F,62,2012,460433,74675.266,86.803238,86.760788,0.67054147,0.66301143
F,62,2013,457816,73921.633,87.635529,87.572502,0.53340369,0.52912408
F,62,2014,440778,70725.602,87.305122,87.24382,0.58541125,0.5799489
F,63,2001,400882,79325.406,83.955956,84.006683,0.76804692,0.7486062
F,63,2002,413898,80536.945,85.236496,85.24939,0.65601444,0.64084333
F,63,2003,423050,79272.859,86.502838,86.494553,0.62934619,0.61780035
F,63,2004,430525,78416.313,84.630951,84.649315,0.67594105,0.66243285
F,63,2005,436241,78202.586,85.783463,85.776291,0.66079992,0.64982742
F,63,2006,441407,79133.18,85.550896,85.549065,0.73099369,0.71583647
F,63,2007,445779,79394.078,87.543381,87.501801,0.58391327,0.57740861
F,63,2008,450948,80239.195,87.49173,87.451309,0.57451862,0.56834769
F,63,2009,461721,80311.453,87.634254,87.586716,0.5094623,0.50536579
F,63,2010,461487,78312.469,88.574615,88.524078,0.46761689,0.46410212
F,63,2011,459781,76871.43,88.204338,88.144066,0.4821108,0.47892869
F,63,2012,460469,76404.625,87.619843,87.56012,0.55777162,0.55372953
F,63,2013,457796,75659.242,88.307755,88.240868,0.51478881,0.51172101
F,63,2014,440816,72411.539,88.094955,88.027145,0.50701743,0.5037384
F,64,2001,400868,80945.086,84.399818,84.437996,0.74215925,0.72388542
F,64,2002,413859,82185.711,84.422676,84.457428,0.72838777,0.71112156
F,64,2003,422991,80896.203,85.515503,85.52002,0.6639415,0.64971119
F,64,2004,430546,80037.328,85.733421,85.735115,0.70505095,0.69005001
F,64,2005,436246,79856.469,86.655197,86.635971,0.62201321,0.61043262
F,64,2006,441263,80811.148,87.662338,87.628136,0.58334237,0.57574552
F,64,2007,445748,81094.078,86.146957,86.12468,0.66044253,0.64826566
F,64,2008,450965,81978.414,86.697075,86.662361,0.60367852,0.59544635
F,64,2009,461767,82086.898,87.490555,87.448326,0.53510046,0.52887112
F,64,2010,461474,80055.82,86.454018,86.428307,0.59389031,0.58516717
F,64,2011,459866,78623.563,88.638985,88.579704,0.4617869,0.45945781
F,64,2012,460382,78167.711,86.992432,86.944092,0.61479127,0.60888833
F,64,2013,457870,77434.859,88.966637,88.894547,0.44877577,0.4477351
F,64,2014,440799,74128.844,87.900978,87.83326,0.54675353,0.54355621
F,65,2001,400955,82592.742,84.03656,84.087791,0.75508958,0.73607928
F,65,2002,413973,83868.391,84.735596,84.764885,0.75217599,0.7335971
F,65,2003,423066,82554.125,85.49295,85.502907,0.69011003,0.67536449
F,65,2004,430581,81681.391,83.990067,84.02562,0.73398948,0.71717453
F,65,2005,436235,81538.305,84.097977,84.125977,0.73445582,0.71837389
F,65,2006,441391,82525.469,85.994484,85.978973,0.65632588,0.6441375
F,65,2007,445797,82829.859,86.61924,86.59024,0.65592605,0.64631867
F,65,2008,450979,83755.344,86.652542,86.622269,0.62646192,0.6178624
F,65,2009,461742,83905.734,87.779251,87.736565,0.54153693,0.53643167
F,65,2010,461472,81841.977,87.094193,87.071854,0.6557321,0.64602327
F,65,2011,459814,80415.391,87.610229,87.560738,0.53758639,0.5318976
F,65,2012,460421,79966.375,88.250259,88.19091,0.51657838,0.51408744
F,65,2013,457793,79255.445,87.220406,87.162437,0.59023023,0.58289224
F,65,2014,440753,75884.117,88.019699,87.949921,0.52090472,0.51732689
F,66,2001,400905,84280.484,85.833214,85.852043,0.71844429,0.70119578
F,66,2002,413857,85590.406,85.346252,85.367325,0.71039611,0.69337273
F,66,2003,423083,84246.391,85.972336,85.973778,0.6774044,0.66292965
F,66,2004,430570,83363.227,86.488564,86.483658,0.65919584,0.64615333
F,66,2005,436324,83250.125,86.741959,86.725075,0.64994442,0.63867581
F,66,2006,441484,84273.992,87.46579,87.432648,0.55414373,0.54537046
F,66,2007,445840,84603.516,86.198563,86.177635,0.66730946,0.65679222
F,66,2008,451008,85570.945,86.876221,86.844421,0.6122722,0.60363132
F,66,2009,461699,85771.703,87.382118,87.344269,0.57568824,0.56907654
F,66,2010,461501,83668.594,88.280037,88.239807,0.54812878,0.54417902
F,66,2011,459894,82244.391,86.9291,86.888939,0.61422956,0.60672474
F,66,2012,460459,81809.008,86.824486,86.7771,0.64424402,0.63635677
F,66,2013,457823,81114.742,87.489136,87.432678,0.59486681,0.58986211
F,66,2014,440808,77678.742,87.983757,87.92083,0.58497894,0.58082169
F,67,2001,400858,86004.055,85.741371,85.763885,0.71922427,0.70037305
F,67,2002,413934,87351.305,84.23806,84.286179,0.79667693,0.77595687
F,67,2003,423035,85976.992,83.510162,83.564133,0.7712881,0.75123984
F,67,2004,430510,85076.484,86.072975,86.07177,0.69936526,0.68565416
F,67,2005,436243,85000.594,86.920013,86.899094,0.59560108,0.58803821
F,67,2006,441372,86058.5,86.164635,86.156868,0.71561784,0.70288712
F,67,2007,445829,86418.258,86.555252,86.529083,0.64848626,0.63840544
F,67,2008,450946,87437.906,87.006157,86.96946,0.57179427,0.56488281
F,67,2009,461801,87675.164,86.64431,86.617233,0.5997315,0.5936349
F,67,2010,461525,85531.289,86.993767,86.967392,0.579804,0.57239568
F,67,2011,459831,84117.781,87.94915,87.901398,0.57187051,0.56644553
F,67,2012,460441,83696.703,86.536369,86.499069,0.66467702,0.6574381
F,67,2013,457929,83012.539,88.777321,88.710526,0.47273576,0.46986893
F,67,2014,440824,79512.938,87.184532,87.121902,0.58090943,0.57664031
F,68,2001,400958,87770.109,83.967636,84.0261,0.79956907,0.77924877
F,68,2002,413915,89157.164,82.892471,82.970238,0.81252247,0.78930205
F,68,2003,423105,87745.992,85.836853,85.842987,0.68787766,0.67328507
F,68,2004,430583,86833.578,84.386086,84.422668,0.78653163,0.76727813
F,68,2005,436257,86785.789,86.336227,86.329628,0.69762993,0.68638033
F,68,2006,441418,87885.781,86.617722,86.604469,0.69945914,0.68911052
F,68,2007,445781,88273.195,86.632233,86.604675,0.62062579,0.61253828
F,68,2008,450998,89346.828,88.059319,88.017212,0.56698942,0.55996948
F,68,2009,461781,89617.953,87.805847,87.765221,0.54348117,0.53906989
F,68,2010,461478,87434.438,87.507652,87.475159,0.56433958,0.55963564
F,68,2011,459842,86033.383,87.021751,86.982788,0.64443237,0.63589364
F,68,2012,460484,85624.914,88.545235,88.485611,0.51099402,0.50820106
F,68,2013,457879,84956.188,87.001678,86.953575,0.63956213,0.63131231
F,68,2014,440882,81396.711,88.178795,88.113724,0.53588903,0.53277153
F,69,2001,400930,89579.43,86.0401,86.058601,0.73698562,0.72106552
F,69,2002,413901,91010.164,84.644257,84.680855,0.79755616,0.77836007
F,69,2003,423146,89563.828,84.47332,84.506271,0.78214723,0.76382869
F,69,2004,430633,88629.727,85.603729,85.614937,0.75202012,0.73826122
F,69,2005,436225,88613.375,86.123268,86.11409,0.68152916,0.66928768
F,69,2006,441545,89755.898,85.548622,85.542419,0.68577671,0.67473513
F,69,2007,445873,90184.602,86.878365,86.849747,0.65681547,0.64669436
F,69,2008,451049,91299.445,87.658669,87.619156,0.60602367,0.59913635
F,69,2009,461826,91609.703,86.669777,86.642052,0.62072474,0.61105472
F,69,2010,461612,89378.516,88.218307,88.174744,0.51108164,0.50836933
F,69,2011,459898,88001.844,88.203926,88.150124,0.5407216,0.53725845
F,69,2012,460549,87602.25,87.489471,87.438568,0.59565639,0.59155393
F,69,2013,457847,86949.977,88.607338,88.545097,0.56429631,0.56202531
F,69,2014,440854,83319.438,88.622704,88.553078,0.49422324,0.49317726
F,70,2001,400977,91439.094,84.564819,84.605713,0.7768423,0.75680566
F,70,2002,413963,92922.547,84.295609,84.337021,0.8078323,0.78695464
F,70,2003,423076,91430.984,85.673462,85.679558,0.73921067,0.72432745
F,70,2004,430509,90472.969,86.504395,86.493935,0.68796098,0.67734545
F,70,2005,436371,90485.727,86.193253,86.18306,0.69305503,0.68045872
F,70,2006,441480,91675.703,86.049889,86.038017,0.71342564,0.70065087
F,70,2007,445892,92144.586,84.849701,84.850784,0.76267838,0.74588406
F,70,2008,451056,93298.461,87.585251,87.544197,0.59708577,0.59111923
F,70,2009,461843,93655.422,87.660439,87.619408,0.59292531,0.58746022
F,70,2010,461540,91370.977,87.086136,87.052948,0.60372663,0.59907955
F,70,2011,459819,90021.094,87.84333,87.793762,0.57240152,0.56926644
F,70,2012,460491,89632.344,89.020935,88.954063,0.48274991,0.48362848
F,70,2013,457845,88994.133,88.242134,88.175613,0.54605234,0.54433155
F,70,2014,440858,85293.898,87.738884,87.673416,0.62563461,0.62173557
F,71,2001,400970,93356.586,85.509048,85.526924,0.76944673,0.75079042
F,71,2002,413954,94889.523,85.515015,85.52784,0.78888732,0.77285445
F,71,2003,423155,93349.734,86.800491,86.784401,0.63317633,0.62273347
F,71,2004,430669,92368.422,86.02758,86.019218,0.67750061,0.66593391
F,71,2005,436309,92411.305,87.432808,87.395462,0.59260345,0.58463883
F,71,2006,441423,93648.359,86.531616,86.508446,0.70199394,0.69040698
F,71,2007,445863,94150.813,86.217545,86.189751,0.71875834,0.70966411
F,71,2008,450988,95353.477,87.915489,87.865822,0.58229697,0.57701546
F,71,2009,461805,95759.688,88.093971,88.041557,0.55650008,0.55118966
F,71,2010,461611,93420.508,87.902931,87.853561,0.5549202,0.55195153
F,71,2011,459863,92088.234,87.836906,87.780678,0.60111439,0.59657615
F,71,2012,460565,91719.469,88.153442,88.084259,0.54658961,0.54403824
F,71,2013,457888,91099.555,89.111992,89.032051,0.4628545,0.4623487
F,71,2014,440863,87326.492,88.707382,88.627876,0.51754445,0.51828933
F,72,2001,400961,95330.328,84.187759,84.228249,0.79529709,0.77627826
F,72,2002,413983,96921.469,85.717979,85.718391,0.72000957,0.70651662
F,72,2003,423192,95330.344,84.826881,84.840004,0.72443873,0.70946902
F,72,2004,430583,94322.125,85.176308,85.18071,0.76657557,0.75041926
F,72,2005,436354,94387.602,85.788506,85.773643,0.74503213,0.73187429
F,72,2006,441464,95672.25,86.827469,86.793503,0.68198878,0.67413998
F,72,2007,445882,96214.758,85.970009,85.935867,0.68659222,0.67769301
F,72,2008,451085,97468.875,85.393143,85.373299,0.76417339,0.75156033
F,72,2009,461808,97927.281,87.858391,87.799156,0.56485456,0.56160021
F,72,2010,461505,95528.953,87.781189,87.731468,0.59796238,0.59520644
F,72,2011,459931,94223.844,86.514168,86.467247,0.73630118,0.72869956
F,72,2012,460480,93869.219,88.824806,88.744774,0.49163732,0.49342
F,72,2013,457938,93270.055,88.398163,88.317589,0.55140173,0.55159014
F,72,2014,440875,89411.43,88.379318,88.293411,0.5242787,0.52361262
F,73,2001,401025,97377.398,85.417328,85.425278,0.77417856,0.75862527
F,73,2002,413954,99017.203,86.210373,86.196083,0.71808195,0.70586705
F,73,2003,423118,97377.609,85.072899,85.076912,0.77091336,0.75250822
F,73,2004,430667,96345.438,86.294098,86.272346,0.70822656,0.69676805
F,73,2005,436355,96428.586,86.069885,86.045303,0.72255784,0.71178341
F,73,2006,441453,97760.969,84.927803,84.916824,0.78728324,0.77366173
F,73,2007,445889,98336.813,87.710083,87.649376,0.58876342,0.58489108
F,73,2008,451022,99642.672,85.93119,85.893715,0.76079816,0.75179708
F,73,2009,461934,100164.41,88.160805,88.096786,0.54586333,0.54375899
F,73,2010,461583,97706.891,87.958809,87.899757,0.5529145,0.55129158
F,73,2011,459898,96422.469,88.351028,88.280602,0.55658263,0.55493695
F,73,2012,460527,96084.664,87.990372,87.912567,0.58793092,0.58780956
F,73,2013,457928,95505.688,87.505875,87.424416,0.61426598,0.61484206
F,73,2014,440894,91564.086,87.928818,87.845612,0.62394398,0.62287074
F,74,2001,401003,99495.367,85.082298,85.09404,0.81931174,0.80092698
F,74,2002,414017,101190.11,85.455391,85.450485,0.76559877,0.75001162
F,74,2003,423132,99493.102,84.35994,84.367897,0.75924116,0.74314696
F,74,2004,430715,98433.25,86.554077,86.521446,0.66549468,0.65894789
F,74,2005,436303,98535.383,87.132584,87.088791,0.67104489,0.66392249
F,74,2006,441512,99911.281,86.750282,86.714844,0.73621792,0.72533786
F,74,2007,445891,100524.62,87.141296,87.086098,0.68589979,0.67748028
F,74,2008,451068,101891.14,87.196045,87.133667,0.63706779,0.6337837
F,74,2009,461840,102470.06,88.965584,88.892845,0.4688693,0.47094408
F,74,2010,461586,99950.07,86.966324,86.921745,0.7366631,0.72958559
F,74,2011,459939,98693.945,87.870758,87.798553,0.61400747,0.61222929
F,74,2012,460578,98376.461,88.627769,88.541618,0.53710091,0.53936881
F,74,2013,457931,97822.719,88.829697,88.73777,0.52573103,0.52812165
F,74,2014,440904,93787.047,87.641037,87.553551,0.65285474,0.65472376
F,75,2001,400977,101693.55,86.406807,86.389252,0.72873592,0.71607268
F,75,2002,414008,103442.3,84.641647,84.650551,0.84706563,0.82896519
F,75,2003,423178,101693.43,86.439499,86.406494,0.67319131,0.663064
F,75,2004,430590,100593.42,82.587662,82.624481,0.8690896,0.84674084
F,75,2005,436360,100714.36,86.305321,86.262268,0.69666922,0.68743879
F,75,2006,441458,102133.31,86.149658,86.105667,0.71496207,0.70626503
F,75,2007,445930,102779.27,87.901527,87.834717,0.62133867,0.61702061
F,75,2008,451041,104213.13,87.474319,87.402847,0.59205359,0.59012842
F,75,2009,461853,104860.21,87.675346,87.603996,0.57513833,0.57441866
F,75,2010,461608,102269.7,88.201637,88.13028,0.56786543,0.56939244
F,75,2011,459937,101050.06,87.656517,87.576759,0.62956429,0.62795472
F,75,2012,460523,100750.64,88.243263,88.150581,0.59611696,0.5980019
F,75,2013,457959,100222.87,88.185013,88.093399,0.63162434,0.63286376
F,75,2014,440961,96079.914,89.29229,89.187805,0.45208138,0.45724934
F,76,2001,401051,103979.16,85.610489,85.602776,0.81096375,0.79713726
F,76,2002,414009,105798.12,86.557762,86.520355,0.6923601,0.68194842
F,76,2003,423181,103979.17,85.559273,85.533798,0.79971009,0.78582406
F,76,2004,430716,102826.52,86.102715,86.067116,0.78299052,0.77171969
F,76,2005,436404,102973.87,86.53672,86.486351,0.69173557,0.68362159
F,76,2006,441492,104429.55,87.54406,87.481804,0.65040725,0.6464178
F,76,2007,445885,105114.88,86.33902,86.273155,0.7407043,0.73115587
F,76,2008,451067,106612.03,88.218361,88.137459,0.55986387,0.56048447
F,76,2009,461924,107333.38,87.822395,87.74305,0.59912008,0.59905028
F,76,2010,461596,104673.98,88.040695,87.965347,0.61195499,0.61268097
F,76,2011,459943,103495.4,86.653,86.570717,0.69646955,0.690961
F,76,2012,460603,103217.69,88.053444,87.953926,0.61890155,0.62080622
F,76,2013,457987,102723.48,88.727379,88.62281,0.54591656,0.54977727
F,76,2014,441009,98459.109,88.114243,88.005096,0.58340687,0.58689564
F,77,2001,401008,106368.2,84.428284,84.430107,0.81343246,0.79758239
F,77,2002,413936,108259.22,86.226631,86.188828,0.72681862,0.71637017
F,77,2003,423213,106368.1,86.309685,86.265144,0.73494232,0.72294945
F,77,2004,430657,105153.73,86.853973,86.802628,0.73477191,0.72583956
F,77,2005,436399,105324.23,86.903687,86.845459,0.71044111,0.70334339
F,77,2006,441563,106814.69,87.098701,87.033195,0.72223359,0.71510953
F,77,2007,445998,107543.19,87.480263,87.39959,0.65433168,0.65026867
F,77,2008,451118,109110.65,87.071846,86.991745,0.70829135,0.70586336
F,77,2009,461942,109899.64,87.844986,87.758263,0.5828861,0.58272398
F,77,2010,461660,107154.97,87.674294,87.593964,0.62271845,0.62275642
